Model	Item	Part No.	Alternate No.	Part Description (TCLNA)	Price
H10W35W	6	42008-000061		Air filter	$7.00
H10W35W	7	41507-000226		Remote control panel	$13.70
H10W35W	9	31501-000064		window unit main pcb	$13.70
H10W35W	15	42004-000143		Centrifugal fan	$5.00
H10W35W	26	22001-000171		Fan motor	$45.82
H10W35W	27	42004-000100		Propeller fan, condenser	$4.04
H10W35W	30	41509-000021		Top mounting Rail	$2.16
H10W35W	31	41599-000321		Filler Panel Kit (White)	$5.66
H10W35W	33	22013-004958		Remote Control	$8.08
H10W35W	38	59902-100000		Accessory Pack (Screws, brackets)	$4.00
H10W35W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10W35W-CA	1	41106-004212		Front Panel Assembly	$13.00
H10W35W-CA	6	42008-000061		Air filter	$7.00
H10W35W-CA	7	41507-000226		Remote control panel	$13.70
H10W35W-CA	9	31501-000064		window unit main pcb	$13.70
H10W35W-CA	15	42004-000143		Centrifugal fan	$5.00
H10W35W-CA	26	22001-000171		Fan motor	$45.82
H10W35W-CA	27	42004-000100		Propeller fan, condenser	$4.04
H10W35W-CA	30	41509-000021		Top mounting Rail	$2.16
H10W4MW	55	22013-005052		remote control	$7.00
H10W35W-CA	33	22013-004958		Remote Control	$8.08
H10W35W-CA	38	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
H10W35W-CA	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10W4MW	1	41507-000974		Front Grill	$6.00
H10W4MW	2	41507-000977		Air Filter	$7.00
H10W4MW	4	41507-001061		front panel	$14.00
H10W4MW	15	22001-000409_UJ		Indoor Motor	$24.00
H10W4MW	16	42004-000206		Cross Fan	$8.00
H10W4MW	27	22001-000566_UJ		Outdoor motor	$15.00
H10W4MW	28	42004-000101		Propeller fan	$5.00
H10W4MW	32	41509-000088		Telescopic Curtain Assy	$10.00
H10W4MW	35	41509-000090		Right Telescopic Curtain Support Assy	$10.00
H10W4MW	44	22007-001206_UJ	22007-001206	Power Supply Cord	$15.00
H10W4MW	50	31501-000033_UJ		Main Board	$75.00
H10W4MW-CA	55	22013-005052		remote control	$7.00
H10W4MW	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10W4MW-CA	1	41507-000974		Front Grill	$6.00
H10W4MW-CA	2	41507-000977		Air Filter	$7.00
H10W4MW-CA	4	41507-001061		front panel	$14.00
H10W4MW-CA	15	22001-000409_UJ		Indoor Motor	$24.00
H10W4MW-CA	16	42004-000206		Cross Fan	$8.00
H10W4MW-CA	27	22001-000566_UJ		Outdoor motor	$15.00
H10W4MW-CA	28	42004-000101		Propeller fan	$5.00
H10W4MW-CA	32	41509-000088		Telescopic Curtain Assy	$10.00
H10W4MW-CA	35	41509-000090		Right Telescopic Curtain Support Assy	$10.00
H10W4MW-CA	44	22007-001206_UJ	22007-001206	Power Supply Cord	$15.00
H10W4MW-CA	50	31501-000033_UJ		Main Board	$75.00
H12W4MW	55	22013-005052		remote control	$7.00
H10W4MW-CA	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H12W35W	1	41507-000241		Front Panel Assembly	$13.00
H12W4MW-CA	55	22013-005052		remote control	$7.00
H12W35W	8	42004-000243		Centrifugal fan	$5.00
H12W35W	15	22001-000166		Fan motor	$45.82
H12W35W	16	41503-000007		Propeller fan	$2.88
H12W35W	21	41505-000479		Remote Control Operating Indicator Panel	$13.70
H12W35W	22	41507-000235		Remote Control Operating Panel	$4.00
H12W35W	23	31502-000126		Display PCB	$9.60
H12W35W	28	31501-000065		Control PCB	$13.70
H12W35W	31	41509-000023		Top Rail Assembly	$2.52
H8W4MW	55	22013-005052		remote control	$7.00
H12W35W	35	22013-004958		Remote Control	$8.08
H12W35W	40	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
H12W35W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H12W35W-CA	1	41507-000241		Front Panel Assembly	$13.00
H8W4MW_CA	55	22013-005052		remote control	$7.00
H12W35W-CA	8	42004-000243		Centrifugal fan	$5.00
H12W35W-CA	15	22001-000166		Fan motor	$45.82
H12W35W-CA	16	41503-000007		Propeller fan	$2.88
H12W35W-CA	21	41505-000479		Remote Control Operating Indicator Panel	$13.70
H12W35W-CA	22	41507-000235		Remote Control Operating Panel	$4.00
H12W35W-CA	23	31502-000126		Display PCB	$9.60
H12W35W-CA	28	31501-000065		Control PCB	$13.70
H12W35W-CA	31	41509-000023		Top Rail Assembly	$2.52
H10W4KW	0	22013-005052		remote control	$7.00
H12W35W-CA	35	22013-004958		Remote Control	$8.08
H12W35W-CA	40	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
H12W35W-CA	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H12W4MW	1	41507-000974		Front Grill	$6.00
H12W4MW	2	41507-000977		Air Filter	$7.00
H12W4MW	4	41507-001061		front panel	$14.00
H12W4MW	15	22001-000409_UJ		Indoor Motor	$24.00
H12W4MW	16	42004-000206		Cross Fan	$8.00
H12W4MW	27	22001-000566_UJ		Outdoor motor	$15.00
H12W4MW	28	42004-000101		Propeller fan	$5.00
H12W4MW	32	41509-000088		Telescopic Curtain Assy	$10.00
H12W4MW	35	41509-000090		Right Telescopic Curtain Support Assy	$10.00
H12W4MW	44	22007-000069_UJ		Power Supply Cord	$15.00
H12W4MW	50	31501-000038_UJ		Main Board	$75.00
H10W4KW-CA	55	22013-005052		remote control	$7.00
H12W4MW	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H12W4MW-CA	1	41507-000974		Front Grill	$6.00
H12W4MW-CA	2	41507-000977		Air Filter	$7.00
H12W4MW-CA	4	41507-001061		front panel	$14.00
H12W4MW-CA	15	22001-000409_UJ		Indoor Motor	$24.00
H12W4MW-CA	16	42004-000206		Cross Fan	$8.00
H12W4MW-CA	27	22001-000566_UJ		Outdoor motor	$15.00
H12W4MW-CA	28	42004-000101		Propeller fan	$5.00
H12W4MW-CA	32	41509-000088		Telescopic Curtain Assy	$10.00
H12W4MW-CA	35	41509-000090		Right Telescopic Curtain Support Assy	$10.00
H12W4MW-CA	44	22007-000069_UJ		Power Supply Cord	$15.00
H12W4MW-CA	50	31501-000038_UJ		Main Board	$75.00
H12W4KW	0	22013-005052		remote control	$7.00
H12W4MW-CA	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H14W35W	1	41507-000241		Front Panel Assembly	$13.00
H12W4KW-CA	55	22013-005052		remote control	$7.00
H14W35W	21	41505-000479		Remote Control Operating Indicator Panel	$13.70
H14W35W	22	41507-000235		Remote Control Operating Panel	$4.00
H14W35W	23	31502-000126		Display PCB	$9.60
H14W35W	31	41509-000023		Top Rail Assembly	$2.52
H12W4KWH	0	22013-005052		remote control	$7.00
H14W35W	35	22013-004958		remote control	$8.08
H14W35W	40	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
H14W35W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H5W33M 	1	41505-000286		Knob	$2.00
H5W33M 	3	41106-004210		Front Panel Assembly	$13.00
H5W33M 	5	42008-000188		Air filter	$7.00
H5W33M 	9	42004-000184		Propeller fan	$2.88
H5W33M 	13	41509-000019		Top mounting Rail	$1.42
H5W33M 	20	42004-000185		Centrifugal Fan	$5.00
H15W4KW-CA	44	22013-005052		remote control	$7.00
H5W33M 	27	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
H5W33M 	99	GSK5-6K		Window Foam Insulation Strips	$4.00
H6W23W	1	41507-000028		Remote control panel	$4.00
H6W23W	2	41106-004210		Front Panel Assembly	$13.00
H6W23W	4	42008-000188		Air filter	$7.00
H6W23W	10	42004-000142		Centrifugal fan	$10.00
H6W23W	11	210826768	41509-000019	Top mounting Rail	$3.60
H6W23W	16	22001-000168		Fan motor	$24.00
H6W23W	20	42004-000184		Propeller fan	$2.88
H6W23W	22	22013-004958		Remote Control	$8.08
H8W4KW	0	22013-005052		remote control	$7.00
H6W23W	28	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
H6W23W	99	GSK5-6K		Window Foam Insulation Strips	$4.00
H8W35W	1	41106-004212		Front Panel	$13.00
H8W35W	6	42008-000061		Air filter	$7.00
H8W35W	7	41507-000226		remote control panel	$13.70
H8W35W	9	31501-000064		Main PCB	$13.70
H8W35W	15	42004-000143		Centrifugal fan	$5.00
H8W35W	26	22001-000606		Fan motor	$45.82
H8W35W	27	42004-000100		Propeller fan, condenser	$4.04
H8W35W	30	41509-000021		Top Rail Assembly	$2.16
H8W35W	31	41599-000321		Filler Panel Kit (White)	$5.66
H8W35W	33	22013-004958		Remote Control	$8.08
H8W35W	38	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
H8W35W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H8W4MW	1	41507-000974		Front Grill	$6.00
H8W4MW	2	41507-000977		Air Filter	$7.00
H8W4MW	4	41507-001061		front panel	$14.00
H8W4MW	15	22001-000409_UJ		Indoor Motor	$24.00
H8W4MW	16	42004-000206		Cross Fan	$8.00
H8W4MW	27	22001-000566_UJ		Outdoor motor	$15.00
H8W4MW	28	42004-000101		Propeller fan	$5.00
H8W4MW	32	41509-000088		Telescopic Curtain Assy	$10.00
H8W4MW	35	41509-000090		Right Telescopic Curtain Support Assy	$10.00
H8W4MW	44	22007-000068_UJ		Power Supply Cord	$15.00
H8W4MW	50	31501-000013_UJ		Main Board	$75.00
H8W4KW-CA	55	22013-005052		remote control	$7.00
H8W4MW	99	GSK5-6K		Window Foam Insulation Strips	$4.00
H8W4MW_CA	1	41507-000974		Front Grill	$6.00
H8W4MW_CA	2	41507-000977		Air Filter	$7.00
H8W4MW_CA	4	41507-001061		front panel	$14.00
H8W4MW_CA	15	22001-000409_UJ		Indoor Motor	$24.00
H8W4MW_CA	16	42004-000206		Cross Fan	$8.00
H8W4MW_CA	27	22001-000566_UJ		Outdoor motor	$15.00
H8W4MW_CA	28	42004-000101		Propeller fan	$5.00
H8W4MW_CA	32	41509-000088		Telescopic Curtain Assy	$10.00
H8W4MW_CA	35	41509-000090		Right Telescopic Curtain Support Assy	$10.00
H8W4MW_CA	44	22007-000068_UJ		Power Supply Cord	$15.00
H8W4MW_CA	50	31501-000013_UJ		Main Board	$75.00
H8W4MW_CA	99	GSK5-6K		Window Foam Insulation Strips	$4.00
TPC-12C/HA		8120120025A		Hose pipe	$9.00
TPC-12C/HA		810700396		Hose inlet	$4.26
TPC-12C/HA		810700693		Window slider	$14.54
TPC-12C/HA		810700345A		Hose outlet	$4.75
W10W92-4	1	41106-007562		Front Panel Assembly	$19.00
W10W92-4	6	42008-000061		Air filter	$7.00
W10W92-4	7	41507-001277		Remote control panel	$13.70
W10W92-4	9	31501-000064		window unit main pcb	$13.70
W10W92-4	15	42004-000143		Centrifugal fan	$5.00
W10W92-4	26	22001-000171		Fan motor	$45.82
W10W92-4	27	42004-000100		Propeller fan, condenser	$4.04
W10W92-4	30	41509-000021		Top mounting Rail	$2.16
W10W92-4	31	41599-000321		Filler Panel Kit (White)	$5.66
W10W92-4	33	22013-004958		Remote Control	$8.08
W10W92-4	38	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
W10W92-4	99	GSK8-15K		Window Foam Insulation Strips	$4.00
W10W92-4	98	31502-000117		Display PCB	$12.56
W10W92-4I	1	41106-007562		Front Panel Assembly	$19.00
W10W92-4I	6	42008-000061		Air filter	$7.00
W10W92-4I	7	41507-001079		Control Box panel	$4.00
W10W92-4I	9	31501-000064		window unit main pcb	$13.70
W10W92-4I	15	42004-000143		Centrifugal fan	$5.00
W10W92-4I	26	22001-000171		Fan motor	$45.82
W10W92-4I	27	42004-000100		Propeller fan, condenser	$4.04
W10W92-4I	30	41509-000021		Top mounting Rail	$2.16
W10W92-4I	31	41599-000321		Filler Panel Kit (White)	$5.66
W10W92-4I	33	22013-004958		Remote Control	$8.08
W10W92-4I	38	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
W10W92-4I	98	31502-000117		Display PCB	$12.56
W10W92-4I	99	GSK8-15K		Window Foam Insulation Strips	$4.00
W12W92-4	1	41507-001129		Front Panel Assembly	$19.00
W12W92-4	8	42004-000243		Centrifugal fan	$5.00
W12W92-4	15	22001-000166		Fan motor	$45.82
W12W92-4	16	41503-000007		Propeller fan	$2.88
W12W92-4	23	31502-000117		Display PCB	$12.56
W12W92-4	28	31501-000065		Control PCB	$13.70
W12W92-4	31	41509-000023		Top Rail Assembly	$2.52
H6W23W-CA	22	41106-004210		Front Panel	$13.00
W12W92-4	35	22013-004958		Remote Control	$8.08
W12W92-4	39	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
W12W92-4	99	GSK8-15K		Window Foam Insulation Strips	$4.00
W14W92-4	1	41507-001129		Front Panel Assembly	$19.00
W14W92-4	5	41507-001227	41507-000133	Air filter	$7.00
W14W92-4	8	41503-000010		Centrifugal fan	$8.00
W14W92-4	15	22001-000166		Fan motor	$45.82
W14W92-4	16	41503-000007		Propeller fan	$2.88
W14W92-4	23	31502-000117		Display PCB	$12.56
W14W92-4	28	31501-000065		Control PCB	$13.70
W14W92-4	31	41509-000023		Top Rail Assembly	$2.52
W8W92-B4C	1	41106-016061		Front Panel	$19.00
W14W92-4	35	22013-004958		Remote Control	$8.08
W14W92-4	40	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
W14W92-4	99	GSK8-15K		Window Foam Insulation Strips	$4.00
W8W92-4	1	41106-007562		front panel	$19.00
W8W92-4	6	42008-000061		Air filter	$7.00
W8W92-4	7	41507-001277		remote control panel	$13.70
W8W92-4	9	31501-000064		Main PCB	$13.70
W8W92-4	15	42004-000143		Centrifugal fan	$5.00
W8W92-4	26	22001-000606		Fan motor	$45.82
W8W92-4	27	42004-000100		Propeller fan, condenser	$4.04
W8W92-4	30	41509-000021		Top Rail Assembly	$2.16
W8W92-4	31	41599-000321		Filler Panel Kit (White)	$5.66
W8W92-4	33	22013-004958		Remote Control	$8.08
W8W92-4	38	59902-100000		Accessory Screw Pack (Screws, brackets)	$4.00
W8W92-4	99	GSK8-15K		Window Foam Insulation Strips	$4.00
W8W92-B4	1	41106-016061		front panel	$19.00
W10W92-B4	8	41106-016061		front panel	$19.00
W8W92-B4	9	31501-000064		Main PCB	$13.70
W8W92-B4	15	42004-000143		Centrifugal fan	$5.00
W8W92-B4	26	22001-000606		Fan motor	$45.82
W8W92-B4	27	42004-000100		Propeller fan, condenser	$4.04
W8W92-B4	30	41509-000022		Top Rail Assembly	$5.00
W8W92-B4	31	41599-000323		Filler Panel Kit (Black)	$10.00
W8W92-B4	33	210902090A	22013-005195	remote control	$12.24
W8W92-B4	38	59902-100005		Accessory Pack (Screws, brackets)	$4.00
W8W92-B4	98	31502-000117		Display PCB	$12.56
W8W92-B4	99	GSK8-15K		Window Foam Insulation Strips	$4.00
W8W92-B4C	7	41507-001277		remote control panel	$13.70
W8W92-B4C	9	31501-000064		Main PCB	$13.70
W8W92-B4C	15	42004-000143		Centrifugal fan	$5.00
W8W92-B4C	26	22001-000606		Fan motor	$45.82
W8W92-B4C	27	42004-000100		Propeller fan, condenser	$4.04
W8W92-B4C	30	41509-000022		Top Rail Assembly	$5.00
W8W92-B4C	31	41599-000323		Filler Panel Kit (Black)	$10.00
W8W92-B4C	33	210902090A	22013-005195	Remote Control	$12.24
W8W92-B4C	38	59902-100005		Accessory Pack (Screws, brackets)	$4.00
W8W92-B4C	98	31502-000117		Display PCB	$12.56
W8W92-B4C	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H32D44W	1	810703841		Tank	$9.78
H32D44W	3	810703842		Handle of tank	$2.00
H32D44W	4	811317061		Foam of float	$0.30
H32D44W	5	810703884		Float	$1.68
H32D44W	11	810900236A		Humidity sensor	$15.76
H32D44W	13	814101882E		WIFI part	$15.78
H32D44W	23	810703844		Filter	$5.00
H32D44W	25	814101964		Cover of drainage hose	$1.00
H32D44W	29	810900307		Fixer of micro-switch	$5.60
H32D44W	32	1170100044		Fan motor capacitor	$5.68
H32D44W	40	810901308		Power cord	$5.22
H50D46W	1	810703810		Tank	$11.64
H50D46W	3	810701282		Handle of tank	$1.00
H50D46W	4	810700424		Foam of float	$1.00
H50D46W	5	81071800027C		Float	$2.32
H50D46W	9	1170100044		Fan motor capacitor	$5.68
H50D46W	14	814101882E		WIFI model	$15.78
H50D46W	18	810900236A		Humidity sensor	$15.76
H50D46W	30	810703808		Filter	$5.00
H50D46W	32	814101964		Cover of drainage hose	$1.00
H50D46W	36	810900307		Micro-switch	$5.60
H50D46W	42	810901110A		Sensor resistance	$5.00
H50D46W	40-1	210702984C		Casters	$3.00
H50D46W		210703200		filter tip	$2.85
H50D46W		810703146		Drain tube adapter/Quick Connector	$2.00
H50D46W		22015-000016		water pump	$16.00
H10P36W	40	810701299A		Cover of drainage hose	$1.30
H10P36W	66	810702945A		Window slider	$14.04
H10P36W	68	810703693B		Drainage pipe	$2.00
H10P36W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10P36W	58-1	810701898B		Cover of stopper	$0.32
H10P36W	58-2	810701900		Stopper	$2.00
H10P36W	58-3	810701160		Casters	$3.92
H10P36W-CA	22	810900225		Capacitor of compressor	$17.01
H10P36W-CA	24	1170100044		Fan motor capacitor	$5.68
H10P36W-CA	40	810701299A		Cover of drainage hose	$1.30
H10P36W-CA	66	810702945A		Window slider	$14.04
H10P36W-CA	68	810703693B		Drainage pipe	$2.00
H10P36W-CA	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10P36W-CA	58-1	810701898B		Cover of stopper	$0.32
H10P36W-CA	58-2	810701900		Stopper	$2.00
H10P36W-CA	58-3	810701160		Casters	$3.92
H10PD56W	30	810701299A		Cover of drainage hose	$1.30
H10PD56W	41	810701898B		Cover of drainage hose	$0.32
H10PD56W	42	810701900		Stopper	$2.00
H10PD56W	43	810701160		Casters	$3.92
H10PD56W	58	810703693B		drain-pipe	$2.00
H10PD56W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10PDH56W	30	810701299A		Cover of drainage hose	$1.30
H10PDH56W	41	810701898B		Cover of drainage hose	$0.32
H10PDH56W	42	810701900		Stopper	$2.00
H10PDH56W	43	810701160		Casters	$3.92
H10PDH56W	58	810703693B		drain-pipe	$2.00
H10PDH56W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10PH36W	22	810900225		Capacitor of compressor	$17.01
H10PH36W	24	1170100044		Fan motor capacitor	$5.68
H10PH36W	40	810701299A	水咀密封盖组件	Cover of drainage hose	$1.30
H10PH36W	66	810702945A		Window slider	$14.04
H10PH36W	68	810703693B		Drainage pipe	$2.00
H10PH36W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10PH36W	58-1	810701898B		Cover of stopper	$0.32
H10PH36W	58-2	810701900		Stopper	$2.00
H10PH36W	58-3	810701160		Casters	$3.92
H6P44W	6	81073600006		Air outlet grill	$2.00
H6P44W	19	810703288		Casters	$2.00
H6P44W	23	810701900		Stopper of bottom drainage	$2.00
H6P44W	36	810702945A		Window slider	$14.04
H6P44W	38	810701558B		Exhaust Hose	$9.00
H6P44W	39	810701090B		Hose outlet	$4.00
H6P44W	40	810701457B		Hose inlet	$4.00
H6P44W	44	810703693B		Drainage pipe	$2.00
H6P44W	56	81073600007		Filter, side	$5.00
H6P44W	57	81073600008		Filter, rear	$5.00
H6P44W	99	GSK5-6K		Window Foam Insulation Strips	$4.00
H6P44W-CA	6	81073600006		Air outlet grill	$2.00
H6P44W-CA	19	810703288		Casters	$2.00
H6P44W-CA	23	810701900		Stopper of bottom drainage	$2.00
H6P44W-CA	36	810702945A		Window slider	$14.04
H6P44W-CA	38	810701558B		Exhaust Hose	$9.00
H6P44W-CA	39	810701090B		Hose outlet	$4.00
H6P44W-CA	40	810701457B		Hose inlet	$4.00
H6P44W-CA	44	810703693B		Drainage pipe	$2.00
H6P44W-CA	56	81073600007		Filter, side	$5.00
H6P44W-CA	57	81073600008		Filter, rear	$5.00
H6P44W-CA	99	GSK5-6K		Window Foam Insulation Strips	$4.00
H7P38W	10	1175032001B		Step motor	$21.60
H7P38W	21	810703172B		Grill of evaporator	$5.00
H7P38W	22	810703171		Filter of evaporator	$8.00
H7P38W	23	810701299A		Cover of drainage hose	$1.30
H7P38W	24	810703170B		Grill of condensor	$5.00
H7P38W	25	810703169		Filter of condenser	$8.00
H7P38W	10	1175032001B		Step motor	$21.60
H7P38W	71	810700928F		Drain Tube	$4.00
H7P38W	65	810701090B		Hose outlet	$4.00
H7P38W	23	810701299A		Drain hose plug	$1.30
H7P38W		810701898B		Drain hose plug	$0.32
H7P38W	64	810701997A		Hose inlet	$4.00
H7P38W	49	810701160		Casters	$3.92
H7P38W	66	810702945A		Window slider, 3 pieces, 1 hole, 2 solid, White	$14.04
H7P38W	51	810701898B		Cover of drainage hose	$0.32
H7P38W	24	810703170B		Grill of condensor	$5.00
H7P38W	21	810703172B		Grill of evaporator	$5.00
H7P38W	66	810702945A		Window slider, 3 pieces, 1 hole, 2 solid, White	$14.04
H7P38W	67	810703229		Exhaust Hose	$9.00
H7P38W	71	810703693B		Drain Tube	$2.00
H7P38W	28	814101882B		Module of WIFI	$10.00
H7P38W	98	810701900		Stopper	$2.00
H7P38W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H7P38W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H8P36W	24	1170100044		Fan motor capacitor	$5.68
H8P36W	40	810701299A		Cover of drainage hose	$1.30
H8P36W	66	810702945A		Window slider	$14.04
H8P36W	68	810703693B		Drainage pipe	$2.00
H8P36W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H8P36W	58-1	810701898B		Cover of stopper	$0.32
H8P36W	58-2	810701900		Stopper	$2.00
H8P36W	58-3	810701160		Casters	$3.92
H8P36W-CA	24	1170100044		Fan motor capacitor	$5.68
H8P36W-CA	40	810701299A		Cover of drainage hose	$1.30
H8P36W-CA	66	810702945A		Window slider	$14.04
H8P36W-CA	68	810703693B		Drainage pipe	$2.00
H8P36W-CA	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H8P36W-CA	58-1	810701898B		Cover of stopper	$0.32
H8P36W-CA	58-2	810701900		Stopper	$2.00
H8P36W-CA	58-3	810701160		Casters	$3.92
W10P95-B5	22	810900225		Capacitor of compressor	$17.01
W10P95-B5	24	1170100044		Fan motor capacitor	$5.68
W10P95-B5	37	81073000008A		Grid of evaporator	$8.00
W10P95-B5	38	81073000007A		Filter of evaporator	$10.00
W10P95-B5	40	810701299C		Cover of drainage hose	$1.30
W10P95-B5	43	81073000001A		Filter of condenser	$10.00
W10P95-B5	44	81073000002A		Grid of condenser	$8.00
W10P95-B5	66	810702837A		Window slider, 2 pieces 1 hole, Black	$14.00
W10P95-B5	68	810703693B		Drain Tube	$2.00
W10P95-B5	99	GSK8-15K		Window Foam Insulation Strips	$4.00
W10P95-B5	58-1	810701898		Cover of stopper	$0.50
W10P95-B5	58-2	810701900		Stopper	$2.00
W10P95-B5	58-3	810701160		Casters	$3.92
W10PH95-B5	22	810900225		Capacitor of compressor	$17.01
W10PH95-B5	24	1170100044		Fan motor capacitor	$5.68
W10PH95-B5	37	81073000008A		Grid of evaporator	$8.00
W10PH95-B5	38	81073000007A		Filter of evaporator	$10.00
W10PH95-B5	40	810701299C		Cover of drainage hose	$1.30
W10PH95-B5	43	81073000001A		Filter of condenser	$10.00
W10PH95-B5	44	81073000002A		Grid of condenser	$8.00
W10PH95-B5	66	810702837A		Window slider, 2 pieces 1 hole, Black	$14.00
W10PH95-B5	68	810703693B		Drain Tube	$2.00
W10PH95-B5	99	GSK8-15K		Window Foam Insulation Strips	$4.00
W10PH95-B5	58-1	810701898		Cover of stopper	$0.50
W10PH95-B5	58-2	810701900		Stopper	$2.00
W10PH95-B5	58-3	810701160		Casters	$3.92
W5P93-5	6	81073600006		Air outlet grill	$2.00
W5P93-5	19	810703288		Casters	$2.00
W5P93-5	23	810701900		Stopper of bottom drainage	$2.00
W5P93-5	36	810702945A		Window slider	$14.04
W5P93-5	38	810701558B		Exhaust Hose	$9.00
W5P93-5	39	810701090B		Hose outlet	$4.00
W5P93-5	40	810701457B		Hose inlet	$4.00
W5P93-5	44	810703693B		Drain Tube	$2.00
W5P93-5	56	81073600007		Filter, side	$5.00
W5P93-5	57	81073600008		Filter, rear	$5.00
W5P93-5	99	GSK5-6K		Window Foam Insulation Strips	$4.00
W8P95-5	24	1170100044		Fan motor capacitor	$5.68
